"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","pid","Impulsivity[Imp1]","Impulsivity[Imp2]","Impulsivity[Imp3]","Impulsivity[Imp4]","Impulsivity[Imp5]","Impulsivity[Imp6]","Impulsivity[Imp7]","Impulsivity[Imp8]","Impulsivity[Imp9]","Impulsivity[Imp10]","Impulsivity[Imp11]","Impulsivity[Imp12]","Impulsivity[Imp13]","Impulsivity[Imp14]","Impulsivity[Imp15]","Anxiety[Anx1]","Anxiety[Anx2]","Anxiety[Anx3]","Anxiety[Anx4]","Anxiety[Anx5]","SelfControl[SC1]","SelfControl[SC2]","SelfControl[SC3]","SelfControl[SC4]","SelfControl[SC5]","SelfControl[SC6]","SelfControl[SCATC]","SelfControl[SC7]","SelfControl[SC8]","SelfControl[SC9]","SelfControl[SC10]","SelfControl[SC11]","SelfControl[SC12]","SelfControl[SC13]","FOMO[Fomo1]","FOMO[Fomo2]","FOMO[Fomo3]","FOMO[Fomo4]","FOMO[Fomo5]","thx","ifyes","OtherIntervention","anleitungandroid","whyNotIntereseted","whyNotInstalled","ifno"
"797","2025-03-31 18:46:50","3","en","1726845414","2025-03-31 18:36:39","2025-03-31 18:46:50","67e1d4e6df29ab5e8e6519e4","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","3 (often)","3 (often)","3 (often)","4 (almost always)","4 (almost always)","4 (almost always)","3 (often)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","4","1 (not at all)","1 (not at all)","1 (not at all)","2","5 (very much)","5 (very much)","1 (not at all)","2","2","1 (not at all)","5 (very much)","4","1 (not at all)","1 (totally disagree)","1 (totally disagree)","2","1 (totally disagree)","1 (totally disagree)","No","N/A","N/A","N/A","Technical issue",,""
"799","2025-03-31 18:59:17","3","en","1599696074","2025-03-31 18:36:51","2025-03-31 18:59:17","66d22329349bb305cd974eb7","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","3 (often)","4 (almost always)","4 (almost always)","3 (often)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","4 (almost always)","2 (occasionally)","2 (occasionally)","2 (often)","1 (sometimes)","2 (often)","0 (almost never)","1 (sometimes)","4","4","2","3","4","2","5 (very much)","4","3","2","1 (not at all)","4","2","1 (not at all)","5 (totally agree)","4","3","2","3","Yes","Yes","Yes","Yes",,,""
"801","2025-03-31 18:46:05","3","en","1198356064","2025-03-31 18:37:15","2025-03-31 18:46:05","5c328af23f5d210001834f82","2 (occasionally)","2 (occasionally)","1 (rarely/never)","3 (often)","3 (often)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","4 (almost always)","4 (almost always)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (sometimes)","0 (almost never)","1 (sometimes)","2 (often)","2 (often)","2","5 (very much)","4","5 (very much)","4","3","5 (very much)","5 (very much)","2","4","3","1 (not at all)","5 (very much)","3","4","4","1 (totally disagree)","1 (totally disagree)","2","Yes","Yes","No","Yes",,,""
"802","2025-03-31 18:41:49","3","en","1023499615","2025-03-31 18:37:18","2025-03-31 18:41:49","607089b9e8c94d299fa6aa02","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","1 (rarely/never)","4 (almost always)","3 (often)","2 (often)","2 (often)","2 (often)","2 (often)","3 (almost always)","2","3","3","4","4","3","5 (very much)","5 (very much)","2","4","4","2","4","4","5 (totally agree)","5 (totally agree)","4","3","4","No","N/A","N/A","N/A","too intrusive",,""
"805","2025-03-31 18:42:23","3","en","1570385078","2025-03-31 18:38:58","2025-03-31 18:42:23","672ff35fc68be1c3a2a49e58","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","3 (often)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (often)","2 (often)","2 (often)","3 (almost always)","2 (often)","2","3","3","3","2","2","5 (very much)","4","1 (not at all)","1 (not at all)","2","2","2","3","3","3","2","1 (totally disagree)","2","Yes","Yes","No","No",,"becuase my phone said it is unsafe",""
"806","2025-03-31 18:44:49","3","en","906190290","2025-03-31 18:38:59","2025-03-31 18:44:49","66659a02337dca52a9aa8a54","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","0 (almost never)","4","3","1 (not at all)","2","2","4","5 (very much)","3","2","2","3","4","2","2","3","3","4","2","3","Yes","Yes","No","No",,"My phone would not allow it, even after clicking allow.",""
"807","2025-03-31 18:43:40","3","en","814067391","2025-03-31 18:39:43","2025-03-31 18:43:40","61001d9b2e3d8a75a09f3db3","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","4 (almost always)","4 (almost always)","4 (almost always)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","2 (occasionally)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","4","3","1 (not at all)","1 (not at all)","2","5 (very much)","5 (very much)","5 (very much)","2","2","2","4","1 (not at all)","2","2","2","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"809","2025-03-31 18:50:20","3","en","827804289","2025-03-31 18:40:39","2025-03-31 18:50:20","6658b258347b527af5f3ba36","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","1 (sometimes)","1 (sometimes)","2 (often)","2 (often)","1 (sometimes)","4","2","1 (not at all)","1 (not at all)","2","4","5 (very much)","2","5 (very much)","2","1 (not at all)","5 (very much)","2","2","2","2","3","3","3","Yes","Yes","No","Yes",,,""
"810","2025-03-31 18:47:09","3","en","715422745","2025-03-31 18:41:51","2025-03-31 18:47:09","66c9da47c1896d421e5c8747","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (sometimes)","2 (often)","1 (sometimes)","2 (often)","3 (almost always)","2","3","2","2","2","3","5 (very much)","3","3","2","3","3","2","2","3","4","3","3","4","Yes","Yes","No","Yes",,,""
"811","2025-03-31 18:49:32","3","en","650685924","2025-03-31 18:42:20","2025-03-31 18:49:32","6717789ec268e558db1e05fa","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","4 (almost always)","4 (almost always)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","1 (rarely/never)","3 (almost always)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","4","4","1 (not at all)","2","2","4","5 (very much)","5 (very much)","4","1 (not at all)","3","5 (very much)","3","2","3","2","1 (totally disagree)","1 (totally disagree)","2","Yes","Yes","Yes","Yes",,,""
"813","2025-03-31 18:59:43","3","en","449459718","2025-03-31 18:43:45","2025-03-31 18:59:43","67a961c586eefe7d5a9017a8","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","2 (occasionally)","4 (almost always)","1 (rarely/never)","3 (often)","0 (almost never)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","5 (very much)","1 (not at all)","1 (not at all)","1 (not at all)","2","5 (very much)","5 (very much)","5 (very much)","5 (very much)","3","1 (not at all)","5 (very much)","5 (very much)","1 (not at all)","3","2","1 (totally disagree)","3","3","No","N/A","N/A","N/A","next time                                                        m                     ",,""
"816","2025-03-31 19:04:19","3","en","276840098","2025-03-31 18:44:56","2025-03-31 19:04:19","63d7d315ebf6c98c92c2a7a1","1 (rarely/never)","1 (rarely/never)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","3 (often)","1 (rarely/never)","2 (occasionally)","2 (often)","1 (sometimes)","2 (often)","2 (often)","1 (sometimes)","5 (very much)","5 (very much)","1 (not at all)","4","4","4","5 (very much)","5 (very much)","1 (not at all)","3","2","3","4","5 (very much)","4","4","2","1 (totally disagree)","5 (totally agree)","Yes","Yes","No","Yes",,,""
"817","2025-03-31 18:56:16","3","en","1033823991","2025-03-31 18:45:10","2025-03-31 18:56:16","659585d0d682df995ad2c5b5","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","3 (often)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","3 (often)","2 (occasionally)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","3","3","2","3","3","2","3","2","2","2","4","3","1 (not at all)","2","3","3","2","2","3","Yes","Yes","No","No",,"My phone wouldn't let me install it.",""
"818","2025-03-31 19:01:14","3","en","2050577951","2025-03-31 18:45:16","2025-03-31 19:01:14","672bf480b98fd6d326fd1f69","2 (occasionally)","4 (almost always)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","4 (almost always)","4 (almost always)","3 (often)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","3 (almost always)","2 (often)","3 (almost always)","1 (sometimes)","3 (almost always)","3","5 (very much)","1 (not at all)","2","4","1 (not at all)","5 (very much)","5 (very much)","4","1 (not at all)","4","3","3","1 (not at all)","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","Yes","Yes","No","Yes",,,""
"820","2025-03-31 18:48:37","3","en","1188195974","2025-03-31 18:47:07","2025-03-31 18:48:37","65c0e2c666436599bbc02dc8","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","4 (almost always)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","4 (almost always)","4 (almost always)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","3 (almost always)","2 (often)","2 (often)","2 (often)","2 (often)","2","4","1 (not at all)","2","5 (very much)","2","5 (very much)","5 (very much)","2","5 (very much)","4","3","5 (very much)","3","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","Yes","Yes","No","Yes",,,""
"821","2025-03-31 19:09:26","3","en","1484094045","2025-03-31 18:49:13","2025-03-31 19:09:26","6654ec982cb90af6e8bc7219","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","2 (occasionally)","3 (often)","3 (often)","1 (rarely/never)","3 (often)","3 (often)","3 (often)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","2 (often)","2 (often)","1 (sometimes)","2 (often)","1 (sometimes)","3","4","4","3","3","2","5 (very much)","5 (very much)","3","4","5 (very much)","3","4","3","5 (totally agree)","4","1 (totally disagree)","1 (totally disagree)","3","Yes","Yes","No","Yes",,,""
"822","2025-03-31 19:01:55","3","en","31139587","2025-03-31 18:55:19","2025-03-31 19:01:55","67d0e7a482600666e1b63c58","3 (often)","4 (almost always)","3 (often)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","3 (often)","2 (occasionally)","4 (almost always)","1 (rarely/never)","3 (often)","2 (often)","3 (almost always)","2 (often)","3 (almost always)","2 (often)","4","4","2","3","3","2","5 (very much)","4","4","2","1 (not at all)","5 (very much)","1 (not at all)","1 (not at all)","3","2","2","2","1 (totally disagree)","Yes","No","N/A","N/A","android is below 10",,""
"823","2025-03-31 19:09:45","3","en","1424563935","2025-03-31 18:55:55","2025-03-31 19:09:45","67007d655b10fbe2d93c3508","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","2 (occasionally)","3 (almost always)","1 (sometimes)","1 (sometimes)","0 (almost never)","2 (often)","2","5 (very much)","4","2","4","2","5 (very much)","4","1 (not at all)","4","3","3","3","2","4","4","1 (totally disagree)","1 (totally disagree)","3","Yes","Yes","No","Yes",,,""
"824","2025-03-31 19:09:41","3","en","450179899","2025-03-31 19:06:11","2025-03-31 19:09:41","6712c4178dc857f9a720852b","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","4 (almost always)","4 (almost always)","2 (occasionally)","3 (often)","3 (often)","1 (sometimes)","2 (often)","2 (often)","1 (sometimes)","2 (often)","3","4","3","3","4","2","5 (very much)","5 (very much)","2","4","3","3","3","3","4","2","4","3","4","Yes","Yes","Yes","Yes",,,""
"825","2025-03-31 19:08:20","3","en","1958358726","2025-03-31 19:06:14","2025-03-31 19:08:20","672bbb444ab4546a33718004","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","2 (occasionally)","3 (often)","4 (almost always)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","3 (almost always)","1 (sometimes)","2 (often)","2 (often)","1 (sometimes)","2","3","3","3","4","2","5 (very much)","4","2","2","2","4","2","2","2","3","2","3","2","Yes","Yes","No","Yes",,,""
"829","2025-04-04 00:15:25","3","en","1051799808","2025-04-03 23:55:50","2025-04-04 00:15:25","67d01671bd666a9fb9c603fb","3 (often)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","3 (often)","4 (almost always)","3 (often)","4 (almost always)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","1 (rarely/never)","1 (sometimes)","1 (sometimes)","1 (sometimes)","2 (often)","2 (often)","3","2","4","2","1 (not at all)","4","5 (very much)","3","4","3","3","5 (very much)","3","2","5 (totally agree)","4","3","1 (totally disagree)","1 (totally disagree)","Yes","Yes","Yes","Yes",,,""
"830","2025-04-04 00:05:20","3","en","117001839","2025-04-03 23:56:44","2025-04-04 00:05:20","67cdf01c729173e5da86cb07","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","3 (often)","2 (occasionally)","4 (almost always)","4 (almost always)","3 (often)","4 (almost always)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","3 (often)","1 (sometimes)","2 (often)","1 (sometimes)","3 (almost always)","3 (almost always)","5 (very much)","3","1 (not at all)","1 (not at all)","4","5 (very much)","5 (very much)","4","5 (very much)","3","1 (not at all)","5 (very much)","5 (very much)","2","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","4","Yes","Yes","No","No",,"SOFTWARE ISSUES",""
"831","2025-04-04 00:12:31","3","en","985761518","2025-04-04 00:01:41","2025-04-04 00:12:31","5be750e4af5ae80001f0ce07","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","4 (almost always)","3 (often)","3 (almost always)","3 (almost always)","3 (almost always)","3 (almost always)","3 (almost always)","4","2","2","1 (not at all)","3","3","5 (very much)","4","3","4","5 (very much)","2","4","2","3","3","3","2","5 (totally agree)","Yes","Yes","No","Yes",,,""
"832","2025-04-04 00:52:34","3","en","1460437314","2025-04-04 00:05:43","2025-04-04 00:52:34","60738fbda3b86b009ad47e8c","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","4","2","2","2","3","3","5 (very much)","2","3","3","3","4","3","3","3","3","3","1 (totally disagree)","2","Yes","Yes","No","Yes",,,""
"835","2025-04-04 00:12:40","3","en","1399306807","2025-04-04 00:09:59","2025-04-04 00:12:40","67157d474201d1eb4778dd6a","3 (often)","4 (almost always)","4 (almost always)","4 (almost always)","2 (occasionally)","3 (often)","2 (occasionally)","4 (almost always)","2 (occasionally)","2 (occasionally)","4 (almost always)","4 (almost always)","1 (rarely/never)","4 (almost always)","3 (often)","3 (almost always)","2 (often)","2 (often)","1 (sometimes)","2 (often)","1 (not at all)","5 (very much)","3","4","4","3","5 (very much)","5 (very much)","1 (not at all)","5 (very much)","5 (very much)","2","3","5 (very much)","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","Yes","Yes","No","Yes",,,""
"836","2025-04-04 00:29:40","3","en","941452941","2025-04-04 00:10:42","2025-04-04 00:29:40","5dc0e5d927d0520845f47856","3 (often)","3 (often)","3 (often)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","1 (sometimes)","1 (sometimes)","0 (almost never)","1 (sometimes)","1 (sometimes)","2","4","1 (not at all)","2","3","2","5 (very much)","4","2","2","3","2","2","4","2","2","2","1 (totally disagree)","2","Yes","Yes","No","Yes",,,""
"839","2025-04-04 00:33:52","3","en","1877874846","2025-04-04 00:21:28","2025-04-04 00:33:52","67103fab90f232f5d3e1e2ae","3 (often)","3 (often)","2 (occasionally)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","3 (often)","2 (often)","1 (sometimes)","1 (sometimes)","1 (sometimes)","2 (often)","2","4","3","3","3","2","5 (very much)","5 (very much)","1 (not at all)","3","5 (very much)","3","3","3","2","2","1 (totally disagree)","1 (totally disagree)","2","Yes","Yes","No","Yes",,,""
"842","2025-04-04 00:41:40","3","en","886618345","2025-04-04 00:27:40","2025-04-04 00:41:40","675a35800dc96d8b29feb198","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","3 (often)","3 (often)","3 (often)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","2 (occasionally)","2 (often)","3 (almost always)","3 (almost always)","2 (often)","2 (often)","3","2","2","4","3","2","5 (very much)","4","3","4","4","3","3","2","4","2","3","2","4","Yes","Yes","No","Yes",,,""
